gares,UIC,2015,2016,2017,2018,latitude,longitude
SAUJON,87491811,63819,59261,78929,55241,43071,45.6665019,-0.9300187
SELTZ,87212431,38779,42966,93007,44815,43068,48.8965635,8.0986724
MONTFORT LE GESNOIS,87396291,50736,48805,08624,45537,42605,48.0405657,0.4064237
REIGNAC,87571455,49890,48974,40876,43920,42591,47.2178494,0.9013322
CANTIN,87345413,44067,40890,98174,45486,42550,50.3124545,3.121943
ARBANATS,87582726,40206,38450,94783,40409,42489,44.6743555,-0.3954517
VOSVES,87682500,34075,37038,63665,40020,42436,48.515111499999996,2.5991468999999996
ESCHES,87272096,32991,38543,42694,44624,42395,49.212520500000004,2.1708125
LE PLESSIS CHENET,87681627,45980,45193,6487,44166,42263,48.5735652,2.479586
LUSIGNAN,87485540,44928,42441,00857,45138,42193,46.435494899999995,0.11655499999999999
RAISMES,87343319,37624,39930,6382,43713,42094,50.3902495,3.4788322
ARENC EUROMEDITERRANEE,87580340,20319,15652,5369,19702,42045,43.3132339,5.3676221
WALBOURG,87213405,39264,35223,28726,39017,41875,48.8862164,7.8092705
VILLENEUVE SUR YONNE,87683219,51020,45945,58325,46191,41845,48.085012899999995,3.2869251000000004
TARASCON SUR ARIEGE,87611590,49294,47721,78392,52028,41781,42.8495385,1.5999321000000002
LA REDONNE ENSUES,87753574,47873,40809,70876,46974,41776,43.33447,5.1975675
RONCHIN,87286534,47404,41056,55843,42290,41638,50.604566399999996,3.0783734000000003
THIERS,87734475,57483,49971,05375,49162,41587,45.8610502,3.5431797999999994
SAINT MARTIN D'ONEY,87671495,35243,37447,40016,39972,41402,43.9301115,-0.6516933000000001
CADAUJAC,87582684,41806,38884,6342,42938,41353,44.7520628,-0.5376186
MEZERIAT,87725838,43827,39153,67588,42703,41173,46.2350502,5.046622
MARTIGUES,87753509,52934,47404,20814,50797,41142,43.3929209,5.0257804
LANDEVANT,87476234,40203,41967,24819,42063,40947,47.759578000000005,-3.1251312999999996
RETOURNAC,87734749,40724,39124,16579,28972,40933,45.201346799999996,4.036116900000001
TURCKHEIM,87182352,50446,49115,92714,49480,40872,48.085628799999995,7.279466
LE TREPORT MERS LES BAINS,87317529,56461,50976,21013,49062,40868,50.0628592,1.3763738
SAINT ROMAIN LE PUY,87726430,47757,42367,66005,41196,40735,45.55455429999999,4.1208275
MONTSURS,87478537,39516,43528,63606,45273,40391,48.141490000000005,-0.5506416000000001
L'ARGENTIERE LES ECRINS,87763557,53159,51154,45611,48578,40298,44.7909802,6.556416199999999
LA GOUESNIERE CANCALE SAINT MELOIR DES ONDES,87478099,26543,25953,80002,31673,40271,48.614420700000004,-1.9058104999999999
ABANCOURT,87313759,39720,41096,55161,43760,40228,49.6852237,1.7743058
STEENWERCK,87286161,49252,47339,82841,43893,40214,50.713459,2.7855769
COUZON AU MONT D'OR,87721241,39429,39264,86345,36115,40076,45.8486737,4.829478599999999
COMPANS,87272047,40892,41396,94295,39917,40000,48.9915767,2.6652717999999997
ARLEUX,87345421,51057,47584,12303,45719,39776,50.286320399999994,3.1208072999999996
MOOSCH,87182592,36129,33327,69899,38416,39646,47.8607454,7.050763099999999
LA WANTZENAU,87212316,49467,51688,92445,40097,39613,48.665189500000004,7.8247832
MONTENDRE,87491183,35834,30199,95751,38497,39578,45.280545700000005,-0.3961726
CHEVILLY,87543041,39457,35606,63394,33060,39508,48.026621500000005,1.8793012999999998
DORDIVES,87684233,525024,201244,6194,87871,39301,48.1471796,2.7628787
SOULAC SUR MER,87581371,32954,30531,05712,36686,39300,45.508176899999995,-1.1175893999999997
DARDILLY LE JUBIN,87721449,53696,45995,8297,42798,39246,45.815143,4.7613451
HANGEST SUR SOMME,87313114,42167,37668,55866,39105,39230,49.9822011,2.0661412
WESSERLING,87182618,44627,41751,97749,42020,39150,47.8899651,6.9975190000000005
REGNY,87721050,30071,28205,07482,40143,39049,45.987705,4.2150753
WILWISHEIM,87212175,34845,32877,90193,33171,39001,48.745831,7.5077599
VILLEPERDUE,87575043,38631,37416,96798,40080,38976,47.2020438,0.6336449000000001
HIRSON ECOLES,87324335,58573,57945,78168,51563,38649,49.9288321,4.0861491
PONT DE VEYLE,87725804,47317,42216,53882,43783,38597,46.2679114,4.8930347
RETIERS,87471359,89786,75620,55083,43416,38574,47.9132599,-1.3898438999999998
SAINT GILDAS DES BOIS,87476762,43785,49030,54784,47967,38546,47.516614000000004,-2.0438923
VENDEUVRE,87118257,43824,36815,97738,38538,38423,48.2400686,4.467213500000001
L'HERMITAGE MORDELLES,87471060,41392,41127,88301,39823,38393,48.123142,-1.8192987
TRIE CHATEAU,87381236,56100,55435,10735,52989,38352,49.282716799999996,1.8180386000000002
LE THOR,87765453,49717,42567,03025,44403,38304,43.9265047,4.9962663
GARDONNE,87584235,33820,37293,6162,43953,38151,44.834753799999994,0.33194270000000003
CHAMPTOCE SUR LOIRE,87484352,28233,27185,86965,32871,38102,47.410245700000004,-0.8685746999999999
ABBARETZ,87481614,35989,33021,60933,35637,38027,47.5546432,-1.5244159
IMPHY,87696450,39324,34098,30128,41014,38022,46.9333537,3.2597112999999998
BALLAN,87571604,38356,33804,40218,36096,38016,47.3369919,0.6188975
SAINT BLAISE LA ROCHE POUTAY,87214742,44420,44583,72455,44093,37984,48.4076094,7.165328999999999
STEPHANSFELD,87212126,37920,40467,40797,43225,37952,48.717587200000004,7.7045946
LE LUC LE CANNET,87755405,38783,42798,76411,43411,37872,43.390237899999995,6.3430972
SAINT CHELY D'APCHER,87783241,36898,36039,32903,33932,37726,44.8017375,3.2706895
SAINT LAURENT GAINNEVILLE,87413310,40212,39789,13424,39359,37494,49.5285649,0.2522963
SAINT PIERRE SUR DIVES,87444216,35797,32687,37098,36578,37490,49.0231057,-0.040585500000000004
ARVANT,87734251,43701,37278,94632,42656,37485,45.365379700000005,3.3106747000000003
LUDON,87581181,26090,19439,14853,31621,37270,44.9744015,-0.6118009
SAINT LEONARD DE NOBLAT,87592071,44277,44698,16866,43087,37179,45.8320199,1.481686
ALAI,87722744,21972,27939,3779,35720,37031,45.752119799999996,4.7717824
BRAZEY EN PLAINE,87713644,43147,43048,71945,43808,36959,47.1314549,5.2121276
LONGUEIL SAINTE MARIE,87276303,43509,46988,87147,45314,36959,49.3425377,2.7175537
ORMOY VILLERS,87271585,31414,34131,80608,39181,36850,49.200320399999995,2.8379502
WIHR AU VAL SOULTZBACH,87182378,38570,38444,40572,41448,36849,48.046052200000005,7.209535099999999
AVALLON,87683789,39727,36096,45714,41444,36833,47.4957553,3.9124462999999996
KERHUON,87474213,38793,39221,72059,38626,36793,48.409662700000005,-4.3882136
LA BRILLANNE ORAISON,87751271,41003,44506,96071,49826,36763,43.9247771,5.8923199
MONTRABE,87611848,47262,44147,29871,47958,36713,43.6450204,1.5240482
MAYET,87396580,35328,34907,48534,33544,36665,47.760146500000005,0.2659384
ROMANECHE THORINS,87725739,37227,37297,50505,38947,36632,46.17639129999999,4.7421014
ZILLISHEIM,87182196,33298,32455,3047,33699,36631,47.694314299999995,7.294537599999999
SAINT HILAIRE DE RIEZ,87486563,18369,28000,11999,34439,36487,46.7166736,-1.9496838
SAINT MEDARD DE GUIZIERES,87584607,31399,36113,13337,41114,36412,45.0155723,-0.0488253
BRETEUIL,87313247,39090,36570,79359,36651,36295,49.626389,2.3845164
CERCOTTES,87543033,29910,29410,41355,31548,36191,47.98615529999999,1.8849813000000002
MONTBIZOT,87396044,29633,31959,7328,35712,35995,48.151513,0.19086070000000002
LANDRY,87741777,34715,36051,89009,36903,35932,45.574171299999996,6.7338182
DRAP CANTARON,87756775,28312,34709,98563,37112,35806,43.7599599,7.3168739
THOUARS,87487009,52019,50323,52398,49652,35762,46.985244200000004,-0.20979410000000004
NOUAN LE FUZELIER,87543157,39077,39239,12909,40678,35741,47.53377879999999,2.0330957
BLAISY BAS,87713073,42547,39990,81143,43707,35558,47.373442700000005,4.7410755
MONSEMPRON LIBOS,87586453,45076,42400,79179,39031,35246,44.486631,0.9412277
BONNEVAL,87545731,43229,36828,25152,37827,35211,48.186295799999996,1.3861845
MERICOURT RIBEMONT,87313064,29761,30772,22363,32162,35096,49.9556384,2.5726254
CHANTENAY,87481051,26504,28301,47016,30325,35066,47.1971227,-1.5943633999999998
PUYOO,87672279,44584,40671,7,42721,35064,43.524542499999995,-0.9108149
SAINT JEAN D'ANGELY,87491357,51363,48960,78615,41399,35005,45.9407739,-0.5097829
PORT SAINTE MARIE,87586107,49159,40541,39688,41324,34778,44.2504383,0.3905059
PAREMPUYRE,87581710,19234,18296,93823,23953,34682,44.9447032,-0.6193396
BOUCHAIN,87345389,32641,33428,94389,36656,34644,50.278089200000004,3.3319096
VIS A MARLES,87342535,36675,37280,07821,36865,34515,50.5050115,2.5171137000000003
KESKASTEL,87215491,48090,46026,59127,43443,34433,48.9656988,7.0489315
HUNDLING,87193540,37398,35070,57471,34555,34386,49.106694899999994,6.9775394
EYMOUTIERS VASSIVIERE,87592121,39292,38791,8766,39685,34357,45.7397876,1.7412237000000002
BRIOUZE,87448084,32692,34775,15999,35494,34356,48.7018622,-0.36820359999999996
JARNAC,87491472,43809,43861,4122,42313,34251,45.6711292,-0.17776129999999998
BRUGES,87581736,26452,20215,60284,29204,34218,44.8870124,-0.609445
VOVES,87545707,27688,27529,39929,33236,34200,48.275009499999996,1.6222874
DOMBLANS VOITEUR,87718213,44879,41663,89822,41499,34199,46.7627809,5.5977462
TENAY HAUTEVILLE,87743757,32579,30560,73913,34113,34144,45.9222096,5.5016101
BOUTHEON,87726216,36970,32178,86609,37248,33990,45.524628899999996,4.2777187
PENHOET,87321745,30736,34666,47955,34382,33875,47.290744399999994,-2.2008664000000002
ARTIX,87672212,41904,38017,53218,40928,33858,43.393106200000005,-0.5701881
CORON DE MERICOURT,87345132,30520,31557,89567,35421,33675,50.4150048,2.8854083999999998
ERDRE ACTIVE,87590356,20552,23906,0103,31751,33668,47.2830678,-1.5446088
SAALES,87214783,31968,31977,65926,34911,33627,48.3471556,7.1103726
VIVONNE,87575290,43995,37010,67309,37480,33548,46.426635499999996,0.2653156
VARILHES,87611327,50304,45531,52003,43364,33531,43.041559299999996,1.6284818
PONT DE BOIS,87286831,19530,25071,15291,28859,33493,50.62403,3.13026
MONTEROLIER BUCHY,87411454,33569,31402,49159,32289,33488,49.6031854,1.3347457
SAINT MEDARD SUR ILLE,87478024,46537,43871,115,43477,33338,48.2742219,-1.6674886000000002
SAINT SULPICE LAURIERE,87592345,48585,46898,19419,39036,33281,46.046918299999994,1.4762218
FRONCLES,87142240,33672,32376,6124,34600,33271,48.2964154,5.1419387
PORT DE PILES,87575076,36072,38778,96616,38060,33146,47.0102599,0.5989179
FONTAINES MERCUREY,87713586,35110,34670,44305,38084,33136,46.8512109,4.7750693
MALAIN,87713065,35307,35658,94682,34726,33070,47.3270025,4.8105362000000005
SAINT ANTOINE,87751826,30930,30814,37381,38804,33061,43.3695993,5.3578102
VALLEIRY,87745414,24507,20449,29312,36046,33024,46.1092875,5.96735
PONT SAINT VINCENT,87141523,36445,33702,29055,32818,33019,48.6023732,6.1031502
BITSCHWILLER,87182576,37642,33589,04342,35640,32939,47.827371899999996,7.078514
WILLER SUR THUR,87182584,38789,37509,12137,38078,32699,47.8425494,7.0693196
LOGELBACH,87182345,36040,31194,99199,31769,32443,48.087299,7.3206082
DENAIN,87343459,28346,27110,92933,31612,32400,50.3345415,3.388699
MONTMORILLON,87575480,47460,46247,70428,46147,32379,46.4174979,0.8737466999999999
PONTANEVAUX,87725721,36131,35218,31822,36465,32343,46.2130321,4.7728890999999996
MONNAIE,87574681,28395,29767,43911,31161,32319,47.498749100000005,0.7932851
BRION MONTREAL LA CLUSE,87131961,44243,38422,23032,32521,32292,46.1757013,5.5585203000000005
VAYRES,87584714,18649,19040,37159,23578,32246,44.89717,-0.31686
JARVILLE LA MALGRANGE,87141010,25777,27277,74772,30080,32184,48.6698381,6.2024643
THANN CENTRE,87472605,25570,24094,77507,27435,32137,47.8099229,7.101046000000001
MONTATAIRE,87276618,26930,32742,86433,33684,32123,49.2510365,2.4362155
FERRIERES FONTENAY,87684241,40832,36806,46964,35639,32049,48.096476700000004,2.7726332
LE MEUX LACROIX SAINT OUEN,87276733,33071,34528,65993,34707,32022,49.3594029,2.7532645000000002
L'ESCARENE,87756809,21104,24023,08419,33789,31953,43.8397674,7.351708500000001
LA POTERIE,87334508,33870,38781,41833,43870,31844,48.0923448,-1.6307729
SARLIEVE COURNON,87734152,38706,32533,16635,37747,31825,45.738769700000006,3.1681196
GAURIAGUET,87491225,24319,25723,32822,31982,31528,45.0542936,-0.39926890000000004
CORDEMAIS,87481820,29540,28563,2392,29016,31510,47.30215020000001,-1.8466771
FORS,87485326,28785,29733,25646,32571,31508,46.2345203,-0.4069449
CHATEAU ARNOUX SAINT AUBAN,87751230,39276,38741,0055,40836,31432,44.0615651,5.997373400000001
MALANSAC,87476689,26583,26645,26287,28905,31400,47.6756185,-2.2961796000000003
HALTE DE FONTANIL – LYCEE DE DRAP,87565143,24618,29718,72986,36186,31377,43.764152100000004,7.3388541
SAINT SEBASTIEN PAS ENCHANTES,87354589,25589,30728,58851,31559,31292,47.2069513,-1.5109069
EGLETONS,87594168,34935,33570,76448,31977,31158,45.4023816,2.0651243000000004
BROONS,87473074,21995,20214,26037,24009,31064,48.33329570000001,-2.2356578
OERMINGEN,87215632,37456,36005,58184,34756,30956,49.000372399999996,7.1317322
RONCHAMP,87185314,33001,31724,19665,31536,30923,47.699030799999996,6.6232790999999995
REIGNIER,87746511,44274,45608,07101,50371,30905,46.1256159,6.267546599999999
MATZENHEIM,87214130,32089,32394,46435,33544,30896,48.3987556,7.6196003
JOEUF,87191700,35302,34647,33846,37144,30885,49.2250083,6.017702099999999
MORIERES LES AVIGNON,87765420,31540,32980,85867,34923,30776,43.9414696,4.9082052
METZ NORD,87192070,17291,24439,69919,30222,30706,49.13673,6.16791
LAMANON,87753731,24474,26519,87201,31118,30637,43.6999662,5.0913333
LACOURTENSOURT,87611434,32813,29161,88192,30941,30550,43.6638838,1.4138687
MARSEILLE EN BEAUVAISIS,87313726,34494,34684,30888,34135,30307,49.5709066,1.9546348999999998
LABENNE,87673293,27985,27794,60102,30003,30245,43.587050899999994,-1.4288712
LA GUIERCHE,87396036,30243,32008,18363,32061,30191,48.1138773,0.1931016
AUNEAU,87545657,32939,33197,31465,31784,30121,48.445824200000004,1.77998
PIERRE BENITE,87722231,31180,25258,80677,30331,30102,45.70667720000001,4.8245059
AUBIE SAINT ANTOINE,87491233,16770,19924,5657,25566,30075,45.015141899999996,-0.4198843
GOXWILLER,87214270,30676,32784,04288,33214,30005,48.4327551,7.4787296
NIOLON,87753582,34892,29452,52043,31446,29873,43.340222999999995,5.2569415
DAMBACH LA VILLE,87214213,36828,37955,89557,33397,29842,48.321634499999995,7.435556500000001
CORBEHEM,87345116,34093,30967,16298,31272,29762,50.3428545,3.0405375
MASSIAC BLESLE,87734871,36218,30153,6453,31636,29593,45.253769500000004,3.1965517999999995
WALLERS,87343301,25866,27029,26695,32284,29475,50.384611,3.3937454
EPIERRE SAINT LEGER,87741280,30275,28939,40533,32609,29200,45.457027000000004,6.292521
VOREY,87734723,34581,35397,95984,24157,29189,45.1829093,3.911422
SAVY BERLETTE,87342253,36355,38536,0994,35026,29081,50.3538756,2.5577316000000003
CHAMPAGNOLE,87715326,27213,29142,4094,33993,28993,46.749298100000004,5.9100314
GRAVELINES,87281246,20857,24117,01099,27184,28939,50.978736,2.1232852
HAYBES,87172106,35602,30349,61345,30012,28905,50.011688799999995,4.7045378
MUHLBACH SUR MUNSTER,87182733,31602,31929,87818,30407,28888,48.024607700000004,7.0875666
CONDAT LE LARDIN,87594382,33378,32350,7904,33306,28841,45.1267128,1.2267493
VALLON EN SULLY,87641357,35921,31586,89676,32852,28753,46.536328399999995,2.6107538
LE CHAMBON FEUGEROLLES,87726711,33520,27640,56167,32783,28741,45.3947427,4.322382299999999
PORT SAINT PERE SAINT MARS,87481218,13907,16226,32741,24761,28618,47.116491499999995,-1.7393068999999999
LOOS LEZ LILLE,87286112,28504,27143,01123,29733,28581,50.6128165,3.0170581000000003
BOIS D'OINGT LEGNY,87721787,49282,46924,37293,25221,28578,45.9065839,4.575043
ROSCOFF,87474635,30629,31926,6066,42497,28468,48.720749100000006,-3.9833434000000003
SERQUIGNY,87444315,29582,25877,05593,30214,28468,49.1074117,0.7189895000000001
LA GUERCHE SUR L'AUBOIS,87576470,27400,29628,38187,31303,28453,46.947738799999996,2.9485731
THOUARE,87481143,28114,24234,56811,26021,28424,47.2651143,-1.4409626
VOUGEOT GILLY LES CITEAUX,87713511,41974,31697,3882,32250,28416,47.1755556,4.9715685
ESVRES SUR INDRE,87571422,21833,22696,89182,24786,28381,47.2841016,0.7816519000000001
SAINT SAVIOL,87575365,36325,36575,77588,34869,28325,46.1470046,0.2179
NEUVIC,87595272,35120,34594,8867,34788,28205,45.099963200000005,0.44501620000000003
POLIENAS,87761742,23765,27218,97107,32515,28145,45.256006,5.4735849000000005
SAINT JULIEN CLENAY,87713834,29962,28223,55539,28595,28038,47.406013200000004,5.1281864
SENNECEY LE GRAND,87725614,28731,25891,01228,29405,27942,46.6406445,4.874316
CHAMOUSSET,87741231,26523,28457,10447,32484,27915,45.5575744,6.2067432
YFFINIAC,87473116,36880,39188,51916,33222,27911,48.470246200000005,-2.6524629
MOYEUVRE GRANDE,87191718,28049,26040,28592,27842,27761,49.246713,6.043226
ROUNTZENHEIM,87212373,34186,32155,67792,29914,27752,48.820434999999996,8.0119078
LILLE PORTE DE DOUAI,87287250,19537,21321,8717,23505,27727,50.6119054,3.075837
EBBLINGHEM,87281469,26163,24212,52985,24707,27692,50.7306459,2.409148
RUMINGHEM,87287300,24833,24239,46623,24848,27684,50.8620636,2.1576706000000003
SAINT LAURENT DE LA PREE FOURAS,87485136,31888,32003,49714,37600,27653,45.993000200000004,-1.0274305000000001
MARGAUX,87581215,27136,21388,73426,23835,27648,45.035830700000005,-0.6854145
LOIVRE,87171728,30100,30161,34278,32324,27644,49.346678600000004,3.9906699
LIVERDUN,87141069,18548,20434,40107,24551,27533,48.7493158,6.0617374
NUITS SOUS RAVIERES,87713156,31124,29463,96013,30273,27520,47.729114200000005,4.211186
AVORD,87576439,26562,26383,86154,28903,27513,47.0349061,2.6523757000000003
SAINT DENIS DE PILE,87584508,24944,24098,89315,25184,27509,44.9786053,-0.1980825
VERETZ MONTLOUIS,87574434,24904,26306,66381,25284,27456,47.371505799999994,0.8199079
GRAFFENSTADEN,87212241,35392,29117,26799,28914,27446,48.5324375,7.689786099999999
SANTEUIL LE PERCHAY,87381186,38542,39950,34,40311,27356,49.124159999999996,1.9489299999999998
GAZERAN,87393348,77530,58509,6,30239,27332,48.625918299999995,1.7718857
LE GRAND JARDIN,87444323,23324,23684,15838,30546,27263,49.15058270000001,0.2271143
BREITENBACH,87182659,31894,31159,42873,28724,27185,48.0285326,7.1040522
BEGLES,87581801,22853,18524,25823,24941,27100,44.799538899999995,-0.5552495
LOUHANS,87713735,28046,24194,18316,28890,26942,46.6309,5.2174853
CHATEAULIN,87474064,39666,28101,5,15531,26892,48.2016033,-4.094308
BOUAYE,87481200,17241,19696,63868,25179,26796,47.1380806,-1.6810991999999998
DAOURS,87315044,26913,28036,81453,28859,26769,49.899267,2.4590533
MENDE,87783605,27755,28816,87096,26957,26699,44.522321999999996,3.5019875
CONTREXEVILLE,87144287,43759,37162,82314,30915,26665,48.179612899999995,5.890633
CERCY LA TOUR,87696492,34819,33532,72749,33395,26574,46.8578816,3.6452029
COLLONGES,87713321,27526,29001,73733,25943,26571,47.2212533,5.2653478
SAINT SEBASTIEN FRENE ROND,87354597,15863,21474,45637,24981,26294,47.190391399999996,-1.4957437
YGOS,87671487,22433,27292,12614,29843,26203,43.978185100000005,-0.7361528
GENOLHAC,87775213,26947,30160,4515,28878,26077,44.3471626,3.9516407
SAINT JULIEN DU SAULT,87683227,25646,24853,60217,28506,26061,48.0269195,3.302688
HESDIGNEUL,87317107,28132,26452,60257,27056,25969,50.6609475,1.6669967
AMBAZAC,87592311,34127,31750,35302,30597,25961,45.9529056,1.406501
SAINT ETIENNE DU ROUVRAY,87411215,25593,23572,03142,25475,25943,49.3771553,1.1095673000000001
DISSAY,87575191,27494,26808,5816,26942,25892,46.703544,0.4210161
FOECY,87576108,24726,22704,37991,25935,25818,47.1756905,2.1625062
PONS,87491100,26179,18810,29871,25210,25663,45.578076700000004,-0.5389124
ANDREZIEUX,87726406,24472,19698,68592,23002,25637,45.5217037,4.254834
ELOYES,87144436,27749,23985,09832,25110,25630,48.087067,6.6001593
VOIVRES,87396358,22490,24399,61286,24988,25628,47.9304199,0.0853466
LES FONTINETTES,87317305,22148,24662,99068,26935,25605,50.940831,1.8496343000000002
SAONE,87718502,30774,27234,87134,29757,25591,47.2097669,6.101308900000001
HOMECOURT,87191692,28983,32861,44382,31140,25483,49.21829879999999,5.999171400000001
CHEVRIERES,87276311,29656,24603,92521,27867,25476,49.3373064,2.6828025
SAINT CLAUDE,87743633,33303,33065,23199,33105,25474,46.3899539,5.860347099999999
LA CHAPELLE CENTRE,87481564,20869,24850,58149,24352,25404,47.297202899999995,-1.5480120000000002
PELTRE,87192203,33283,29581,27653,26189,25365,49.073877,6.2220476
LABOISSIERE LE DELUGE,87313676,17744,21395,41025,23832,25292,49.288536799999996,2.1361486000000003
LANGOGNE,87734350,26222,29672,34654,30735,25211,44.732776,3.8573047
LUZY,87696534,24750,26487,36733,29424,25180,46.79407929999999,3.9693245000000004
LIANCOURT SAINT PIERRE,87381210,29897,30593,845,31144,25086,49.220496399999995,1.905543
JAUNAY CLAN,87575217,27393,28974,28592,29059,24999,46.682044,0.3816535
SEPTEMES,87751800,34406,34849,90034,32544,24987,43.403113700000006,5.3701756
SENAS,87753715,19725,20299,40344,20981,24934,43.7409571,5.073364499999999
SAINT CLEMENT LARONXE,87141374,33290,27597,35647,25189,24874,48.5312283,6.6081107999999995
SAINTE MARTHE EN PROVENCE,87751842,57591,53579,97207,52239,24839,43.3392414,5.390412
LA BASTIDE SAINT LAURENT LES BAINS,87775171,35358,31174,8,26453,24742,44.5934829,3.9042849000000004
HEILIGENBERG MOLLKIRCH,87214627,26619,26880,81483,25236,24619,48.5273135,7.381425999999999
KOGENHEIM,87214114,31420,29731,02901,26817,24598,48.3389532,7.535308500000001
RULLY,87712026,24306,23150,41909,23776,24595,46.88043029999999,4.761033
FELLERING,87182626,27050,29281,80644,26713,24528,47.8975893,6.987134700000001
LA CLAYETTE BAUDEMONT,87694737,29159,25456,75618,21946,24523,46.2881469,4.2984195
TERRASSON,87594408,26472,25951,61323,26199,24483,45.1357901,1.3004219
LA BASSE INDRE SAINT HERBLAIN,87481069,25242,30153,60045,28283,24395,47.204087200000004,-1.6603088
FRONTENEX,87741629,30446,31855,52177,30272,24340,45.630546100000004,6.3140556
AISEREY,87713636,26267,24134,89429,25375,24241,47.170501,5.1582447
GERTWILLER,87214254,25690,24846,44583,25665,24238,48.41336210000001,7.4663166
BEAUVOIR SUR NIORT,87485342,22629,24094,7411,24545,24235,46.1768857,-0.46875439999999996
LONGUEVILLE SUR SCIE,87415141,21388,20924,18571,25154,24211,49.7917558,1.1103433999999999
CESSIEU,87723452,29255,29977,66977,26634,24194,45.5611596,5.376117900000001
KRUTH,87182642,25185,25601,71495,25830,24164,47.92396,6.9690938
BESLE,87471219,20567,20650,96724,22423,24110,47.698878799999996,-1.8706374
CRECHES SUR SAONE,87725713,19655,22115,70572,25708,24107,46.24617620000001,4.7840233
CHORGES,87763425,32345,28090,81926,30826,24056,44.545841499999995,6.2718887
MONTGEROULT COURCELLES,87381160,33947,32647,62,34260,24020,49.080582799999995,2.0034959
BASSENS,87581850,16097,13262,82405,18450,24017,44.9012933,-0.5223144000000001
LA BOHALLE,87487843,23516,24580,52013,23632,24016,47.4342356,-0.40004259999999997
CALLAC,87473546,22912,21166,02368,24032,23917,48.4062201,-3.419782
MONESTIER DE CLERMONT,87747592,29440,29181,15657,31707,23908,44.911996,5.6339702
L'ARIANE LA TRINITE,87751529,14802,17609,46551,23129,23898,43.7343716,7.302529799999999
LA BERNERIE EN RETZ,87481267,8984,15663,98468,22179,23817,47.08326160000001,-2.0341408
DARDILLY LES MOUILLES,87721480,11502,19157,04679,19482,23723,45.796740899999996,4.7600288
LUCHON,87611236,42046,35488,39778,31900,23722,42.7972746,0.5964686
SELLES SUR CHER,87576868,27074,26725,80492,26682,23660,47.2816956,1.5461989
COARRAZE NAY,87672139,31465,31169,88468,31709,23642,43.1818351,-0.24164290000000002
MONTFAVET,87765412,21094,20494,47784,23364,23635,43.932635,4.873943
BOUZONVILLE,87193177,30252,27628,19152,28274,23612,49.2899739,6.5293735999999996
NAINTRE LES BARRES,87575175,30103,28130,03646,25714,23428,46.759530299999994,0.49634459999999997
LUCE,87394015,25563,23957,17811,25277,23380,48.4366725,1.4529681
GERZAT,87734046,29522,29640,38612,28307,23326,45.8335879,3.1431044999999997
PLECHATEL,87471177,24308,21978,3099,16583,23326,47.871950899999995,-1.7763615000000001
AMILLY OUERRAY,87394205,23290,25333,27747,23907,23309,48.4381825,1.3892882
MONTIVILLIERS,87413724,35185,32244,20488,30880,23296,49.5429758,0.189426
BRESSUIRE,87487249,28442,25548,80608,26896,23188,46.83844620000001,-0.4963269
EU,87317537,37137,32507,37737,31177,23158,50.054198799999995,1.4168370000000001
BREVAL,87381624,28116,36687,08572,37015,23156,48.94336,1.5419100000000001
LA RIVIERE,87715144,17667,18742,26444,23565,23125,46.8701507,6.2133331
BELLAC,87592485,32527,36090,74381,34347,23075,46.1252044,1.0461168
BELLEVILLE,87141804,28800,28504,15307,28306,23040,48.8195721,6.101864099999999
NEUSSARGUES,87645507,24880,25844,87641,27451,22999,45.1253044,2.9791866000000002
LALINDE,87584441,22561,20266,01426,22235,22985,44.8396152,0.7427811
BLANGY SUR BRESLE,87313809,32310,31099,85251,28546,22833,49.9326071,1.6259073999999998
THIEUX NANTOUILLET,87272054,20662,23254,49383,25483,22740,49.0084346,2.6805271
LONGUEIL ANNEL,87272195,18279,21085,74086,23440,22726,49.4672441,2.8634086
NOUZONVILLE,87172023,39711,37045,13905,30330,22648,49.8120125,4.7428155
BANNALEC,87474189,23529,23072,3427,22688,22562,47.9267473,-3.7065268
DONCHERY,87172239,21570,26257,61302,25803,22467,49.6981267,4.8747529
MOREZ,87715441,26514,26145,64639,27014,22414,46.526216600000005,6.023578
EPFIG,87214221,30750,26404,88974,24355,22409,48.3637643,7.4504053
CHAUFFAILLES,87694778,31888,26956,61396,19261,22345,46.207455200000005,4.3454277999999995
MONTAUDRAN,87612010,26387,26942,96679,26320,22343,43.5734591,1.4804356
RENESCURE,87281451,20960,21329,04406,21080,22340,50.732006,2.3713644
LE LIORAN,87645473,25580,29538,5,23083,22312,45.0905458,2.7533365
PRINGY,87746206,23469,20143,63151,25311,22265,45.9395239,6.1232736
FARSCHVILLER,87193524,21087,20970,95942,21467,22125,49.087877299999995,6.908081500000001
PORT VENDRES,87784264,26408,23462,72972,24506,21974,42.5136077,3.1025762
COURTHEZON,87765180,26800,30388,00497,29997,21910,44.0899478,4.888180200000001
SAINT FLOUR CHAUDES AIGUES,87783175,31195,24011,03674,23882,21879,45.035012200000004,3.1062862
CLAMECY,87696807,25616,23797,24943,21852,47.4666984,3.5207672
MARVEJOLS,87783282,33040,29945,15484,25742,21787,44.54468189999999,3.2810718
SAINTE EULALIE CARBON BLANC,87491282,11962,12564,85544,17244,21773,44.8978327,-0.4939737
SEVERAC LE CHATEAU,87783365,20906,22313,9193,26077,21689,44.3246516,3.0569451
